total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
772256,36.8,36.1,37.7,8928,3523,4205,15613,30424,29871,13954,8701,10475,14871,8990,5271,5369,396197,22841,8694,4089,4833,16197,31434,772256,471306,169614,3446,16204,2367,32314,77005,772256,90984,61184,4750,2627,11568,144,453110,168080,90984,67634,30122202700,39381,0.4577,19464,12462,11834,12864,11986,13015,15602,14255,13188,23549,33336,43459,32346,22532,27946,24755,761309,108328,652981,3586,34341,332593,530399,8217,993,6431,127439,19261,37645,79416,40401,114093,50180,12325,5834,743939,173571,27878,182432,616347,413123,412187,392869,19318,936,203224,392869,1936,24105,36260,8994,41588,27647,6704,30639,53507,89198,35719,17318,201995,13022,9296,363876,332593,31283,194389,138204,226700,1197,30.5,7433,4817,6039,11209,1969,1801,2573,766039,2269,5337,6333,9614,9102,1538,4868,5786,9556,7208,766039,9,338,9256,10116,44076,15432,332593,772256,709518,1406,5625,26257,29450,772256,716549,55707,725054,643944,52092,1894,579,725054,111105,10753,1377,22016,1934,595545,37695,557850,34403,3292,6544,2322,5409,11997,48,60,378,37695,187957,2784,472842,332593,301742,301567,20470,332593,318054,14539,386669,279928,28226,5060,5286,61331,325338,5892,4349,6178,21299,61.03,21.96,11.78,2.1,0.45,58.67,41.33,16.57,58.73,14.23,4.69,67.03,10.33,1,8.88,12.99,13.93,21.51,12.88,29.21,9.23,3.15,2.25,1.37,53.42,37.98,8.6,15.17,8.04,99.19,6.33,1.0,8.73,7.21,3.81,1.67,6.15,4.37,90.67,15.12,20.22,7.58,23.16,10.82,-13.07,-31.95,-28.74,-9.14,-23.61,-6.63,-20.66,-26.06,-20.22,-24.58,-23.78,-9.05,40.75,59.24
775000,39.7,38.7,40.5,10319,5723,5014,14229,22859,24146,15697,9627,12351,17080,12069,7259,5682,388062,22188,9928,4561,5301,13321,22256,775000,681158,28376,2425,8922,881,11321,41917,775000,32383,19807,3175,1553,2653,62,672912,27546,32383,73975,28283500900,37484,0.4468,14329,10441,9692,11097,10071,11877,10874,10834,10528,20965,29842,43680,32216,21770,25094,23451,749470,85411,664059,3569,24231,296761,527579,4582,811,7922,164704,25363,42069,67534,43025,91548,39190,7394,4971,748033,178943,31040,143103,617809,380581,378978,366285,12693,1603,237228,366285,11735,25396,49549,8625,43490,25731,5047,21634,30347,85866,24838,16586,193051,10120,10473,339094,296761,42333,217084,79677,213600,920,25.9,6678,4349,4772,8855,1978,2149,1077,756751,2111,4883,5506,7892,6171,2310,4787,4064,5924,5451,756751,175,126,10498,9437,28096,14038,296761,775000,749644,909,4486,10771,9190,775000,755039,19961,729236,695422,14591,1631,183,729236,127289,1589,469,10173,1340,594372,44012,550360,40433,3579,6747,3748,6375,14458,11,18,366,44012,161014,2648,454517,296761,258455,257938,30002,296761,278120,18641,361790,281441,29055,726,6018,40412,321378,13155,7000,5767,9967,87.89,3.66,4.18,1.15,0.31,86.83,13.17,14.65,58.37,11.4,3.35,61.6,8.17,0,7.18,12.19,13.23,17.35,9.77,36.89,13.53,2.66,2.75,1.66,64.02,23.5,12.48,11.36,6.49,97.65,7.4,0.83,8.13,2.58,1.19,0.28,10.11,6.28,86.92,18.63,17.69,7.56,7.42,8.33,29.08,25.91,22.57,38.9,32.48,37.15,39.57,33.44,36.23,42.84,43.77,-9.05,40.75,59.24
785302,38.5,37.4,39.7,10373,5387,5878,17754,25770,24797,14130,8855,12375,17719,11748,6779,6852,398460,22536,10335,5782,5928,17272,25237,785302,673009,14527,4334,11131,3190,17745,61366,785302,50958,29449,5052,561,9521,336,659887,14139,50958,63127,26809880800,34513,0.4563,14271,13250,12490,14342,14065,15215,14275,15132,12558,24141,35651,43137,31478,18205,19507,18715,765653,107049,658604,3370,33842,316432,528281,6055,889,8542,140842,27353,45297,77807,45300,93241,38683,8631,5650,759184,184345,39868,146205,628563,388076,387325,372047,15278,751,240487,372047,5439,26106,43588,8768,49514,23087,4730,22030,35365,88605,35578,18353,195358,12438,9971,355235,316432,38803,207852,108580,214300,961,28.0,6996,3764,5580,10410,1988,2755,2423,776658,2154,6195,8583,10312,9268,2027,5678,6411,7717,7217,776658,384,134,11081,10884,30898,14391,316432,785302,747897,1583,6017,13820,15985,785302,755497,29805,739738,692093,25953,727,89,739738,122435,5031,526,12877,2092,606239,46574,559665,42870,3704,7793,2705,6968,16002,18,34,405,46574,178880,3227,463282,316432,277385,276676,25130,316432,301491,14941,364709,279794,35294,1056,6474,37278,327431,9480,4991,5348,12410,85.7,1.85,6.49,1.42,0.55,84.03,15.97,16.52,59.1,13.98,3.94,61.74,10.69,1,8.71,13.11,11.19,17.65,10.03,32.98,11.72,3.21,2.57,1.78,58.51,30.57,10.92,12.87,8.44,98.9,7.68,0.87,7.95,3.8,2.04,0.75,7.94,4.72,87.44,17.2,18.47,8.15,9.28,10.03,42.16,36.64,39.6,33.02,32.97,34.62,40.15,36.14,42.3,44.09,45.29,-9.05,40.75,59.24
772835,40.3,39.0,41.8,10099,5296,5271,14817,23397,24256,16372,9081,13874,17891,12510,6939,6101,385912,21024,8663,5520,4575,12962,21290,772835,678817,29049,1746,6687,257,6049,50230,772835,20149,12134,1999,458,1546,71,672503,28848,20149,60159,23812397400,31689,0.4495,16130,15710,13050,14002,14794,14736,13858,13489,12070,22812,31862,38832,28487,17984,19495,14658,748119,115835,632284,4073,41541,301969,531070,6216,1309,13728,167726,31964,41319,67627,48242,70441,30012,5469,4583,746774,175557,29732,110505,619553,358370,357728,343875,13853,642,261183,343875,10371,26407,43757,7868,42474,20161,4114,17705,24493,87146,26795,17463,180210,10397,9688,347129,301969,45160,218211,83758,181400,806,27.5,6817,4380,4388,10070,1980,2407,1584,756118,1195,4037,7016,8804,8111,1406,3447,4413,6854,6002,756118,211,181,13653,13874,33507,16052,301969,772835,754399,381,4246,7299,6510,772835,759026,13809,728568,708305,8363,901,89,728568,127714,872,48,5098,512,597631,48378,549253,44322,4056,7327,3153,6361,17248,11,25,363,48378,159998,2975,451555,301969,262790,262083,31700,301969,279386,22583,338185,269601,32889,633,4517,26647,311538,16683,8595,6297,11870,87.83,3.76,2.61,0.87,0.23,87.02,12.98,14.48,58.28,15.48,3.87,57.84,13.76,0,9.53,12.1,10.43,13.26,7.54,38.77,12.72,2.9,2.7,1.34,62.86,24.13,13.01,11.76,6.78,97.84,8.09,0.75,8.38,1.79,0.84,0.13,10.5,7.48,86.79,19.58,15.52,7.94,7.05,10.72,45.59,45.24,45.28,36.8,47.38,42.33,51.73,48.37,55.49,54.09,54.37,-9.05,40.75,59.24
564861,40.3,39.5,41.1,8059,4785,4328,13595,19902,19231,11946,7534,10699,16532,10043,6044,4203,276697,13195,6941,4913,4412,11241,17654,564861,488063,1792,22960,5548,328,7069,39101,564861,25015,14907,1002,779,1019,102,481124,1725,25015,73598,23674934300,43045,0.4748,10173,8967,7311,9127,8329,8712,9207,8867,8531,16070,23404,32038,24553,16339,18933,22299,551580,62946,488634,2848,17256,232860,396640,1970,254,3591,82647,17225,25844,61505,35169,98099,37629,10016,8109,548805,122321,29227,153853,468325,293252,292901,282852,10049,351,175073,282852,12842,28271,15000,5679,34194,12311,4854,15218,31576,64750,32580,13447,150340,9237,7395,270466,232860,37606,157924,74936,466200,1174,28.8,6703,4872,5638,10547,1987,1846,987,558581,1236,3116,4060,5409,5704,1159,2818,2974,3862,4179,558581,118,40,9306,6916,16412,9205,232860,564861,544243,223,4794,8348,7253,564861,549260,15601,537833,513962,8999,1183,16,537833,79115,1118,140,6158,765,454563,38844,415719,34867,3977,6768,2913,5057,13652,0,11,218,38844,132797,2637,341592,232860,211088,210105,15807,232860,221365,11495,276665,193217,24417,1524,10476,39639,237026,6531,4374,2992,6923,86.4,0.32,4.43,0.98,4.06,85.18,14.82,16.97,57.84,11.41,3.43,62.62,7.41,1,7.77,12.66,14.54,24.73,14.06,25.68,5.3,3.15,2.52,3.79,58.39,27.71,13.9,17.58,6.18,98.89,8.55,0.56,10.24,2.76,1.28,0.23,6.79,4.94,90.23,12.16,21.79,8.7,8.28,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,7.67,-10.33,39.47,60.53
552014,40.6,39.8,41.5,6220,2660,3644,9779,17006,18141,11633,6760,10986,15394,9951,5754,4175,274262,15079,5690,3048,2937,8652,16232,552014,461046,3266,39398,3571,207,7615,36911,552014,25917,17442,1535,266,898,35,452486,2807,25917,71501,21710025200,40346,0.4537,9012,8190,7366,8513,8056,9646,9460,9624,8634,16881,23185,30524,22918,16116,18775,19099,540190,62696,477494,3022,18584,225999,384624,2174,326,3597,95617,19395,27931,59858,39457,82947,26434,6926,4543,534264,118505,16848,120850,442298,279161,275667,265114,10553,3494,163137,265114,20427,22317,10736,5459,29920,15280,3623,14372,22230,62339,24953,14057,139955,9393,8852,257953,225999,31954,159476,66523,311300,981,26.5,6342,3590,4446,8850,1977,1540,1101,541423,1310,3636,3595,5100,4740,1361,2958,2563,3664,3386,541423,87,132,9243,7668,18117,10790,225999,552014,537714,468,3754,5430,4648,552014,541936,10078,521101,500591,6286,694,0,521101,90966,610,159,4494,1039,423760,40513,383247,36720,3793,7561,3706,5534,13335,0,27,430,40513,108978,2607,312058,225999,200790,200196,19372,225999,212221,13778,264245,191540,27921,1937,10630,28077,236168,6677,4917,3509,8056,83.52,0.59,4.69,0.65,7.14,81.97,18.03,13.74,58.81,11.61,3.83,63.12,8.22,1,7.45,12.79,13.93,21.57,9.85,30.47,4.05,3.36,3.17,4.02,61.82,25.79,12.39,14.57,5.97,98.08,9.56,1.06,9.36,1.83,0.84,0.15,8.57,6.1,88.58,13.0,19.2,9.52,9.59,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,31.98,-10.33,39.47,60.53
662376,35.9,35.2,36.7,11072,5927,5969,17496,23745,22036,11734,7281,9841,13116,7785,5047,4949,328770,19754,9886,5776,5663,16800,21502,662376,530308,20967,5509,18168,459,24007,62958,662376,77691,49581,2854,3152,12278,411,511838,20504,77691,79326,27021533100,41206,0.4346,10551,6901,7370,8309,8359,9515,10537,9045,10177,19836,26141,37306,31032,22369,24862,23893,643130,63464,579666,1706,19581,266203,426999,7374,511,2753,87707,14335,32615,57027,50967,99654,40243,7882,7443,638888,181348,43773,155222,524131,364607,360082,349757,10325,4525,159524,349757,8980,24185,39381,7169,36936,18819,5002,26507,33084,86474,26614,16759,185889,10456,10515,280734,266203,14531,170765,95438,259500,1103,27.7,6384,3455,4451,7701,1981,1929,1947,650949,794,2194,4231,4873,3889,1002,2610,2801,3460,3449,650949,103,59,6665,6884,23949,12028,266203,662376,598949,1777,6865,25197,29588,662376,607591,54785,622311,544821,46093,2169,193,622311,100270,8614,1992,28722,3131,501063,39088,461975,34352,4736,7538,4876,5908,10181,1,0,647,39088,163060,3512,396013,266203,245109,244560,13406,266203,256472,9731,348330,267452,29479,1517,8621,36081,312249,6611,4117,2827,10712,80.06,3.17,11.73,2.74,0.83,77.27,22.73,18.7,57.28,9.87,2.87,69.56,7.36,0,6.26,12.57,15.42,23.34,13.01,25.62,11.26,2.87,2.88,2.47,60.83,34.0,5.18,12.88,4.5,98.27,7.8,1.66,12.12,8.27,4.47,1.7,5.04,3.66,91.87,14.07,22.76,8.62,14.19,8.02,11.23,16.72,40.72,42.54,36.58,37.64,38.9,20.72,21.85,15.82,20.2,-10.76,39.03,60.96
664272,35.8,35.1,36.5,8367,3357,4128,13211,23477,24221,11214,6277,8620,11923,7197,4470,3290,333069,22072,8343,3488,4154,13278,23434,664272,471248,63366,4404,27777,319,31745,65413,664272,89118,63927,2243,2032,12904,105,453093,61413,89118,83942,30956808900,46850,0.477,11767,7933,7663,7173,7179,8721,8617,9231,8509,18247,24848,32640,29588,19896,27443,35144,652862,71828,581034,2057,23391,264599,434703,10485,549,3187,74945,13270,29954,60147,36954,115153,48157,13340,8242,637692,177193,30421,184892,512208,362009,360430,347315,13115,1579,150199,347315,3886,25432,27966,8199,35200,19429,5687,37471,45230,86654,26019,15509,181625,13047,9022,279776,264599,15177,168829,95770,276900,1205,29.7,6840,4203,5033,9525,1979,1577,2560,657435,1210,3402,4608,5871,5215,1318,3410,3116,5408,3847,657435,149,145,6271,5921,28390,12421,264599,664272,592726,904,5717,25397,39528,664272,599347,64925,618809,524224,57549,3350,25,618809,103759,11981,2268,33274,1926,491450,30485,460965,27628,2857,6461,2662,4715,8405,0,9,412,30485,152415,2485,398780,264599,245101,244816,13464,264599,254570,10029,343557,248183,27579,2648,5223,54907,288650,4805,3548,3446,13436,70.94,9.54,13.42,4.18,0.66,68.21,31.79,15.84,57.51,11.0,3.64,70.68,8.84,1,6.28,11.4,16.87,26.49,16.04,22.71,8.05,3.6,2.49,1.52,60.34,34.23,5.42,15.16,5.69,98.97,6.2,1.35,9.37,9.77,5.95,2.3,5.09,3.79,92.52,11.92,23.33,8.42,19.29,9.4,24.95,9.32,3.86,21.62,1.6,-3.33,1.2,2.0,4.56,2.66,1.86,-10.76,39.03,60.96
652059,40.2,39.2,41.2,8904,4562,4242,12054,18253,18316,13699,8895,11938,16733,11115,6849,6580,322512,19303,7803,3876,3804,11388,17529,652059,539256,9798,10705,5052,265,35934,51049,652059,85214,59005,1257,3241,14061,144,524997,8944,85214,68556,23720145900,37112,0.4427,11891,10142,9906,10859,10162,11009,11458,10728,10001,20447,28708,38116,27880,19744,19914,16080,634192,69338,564854,2891,22234,267045,438708,7242,1203,4228,117647,17556,37910,63579,54560,74755,25376,5538,3868,628588,157798,25072,109537,514041,336587,336234,327602,8632,353,177454,327602,30797,22951,39229,7409,36235,22847,3857,16188,18812,77474,22378,15391,176718,8438,12643,302934,267045,35889,191284,75761,180300,859,25.6,5045,3464,4204,8443,1967,2029,1594,642470,1236,3593,4767,5174,5638,859,3121,3368,3612,3494,642470,58,119,10370,8138,22658,11323,267045,652059,609012,591,3082,16717,22657,652059,612685,39374,612212,547583,52536,659,55,612212,102363,9631,1910,16514,1394,494988,33137,461851,30325,2812,4276,1803,4000,12495,4,3,243,33137,128436,1642,361903,267045,233887,233145,25475,267045,248983,18062,321841,255395,30818,575,9740,21021,300820,7829,5210,3718,9111,82.7,1.5,13.07,0.77,1.64,80.51,19.49,14.17,58.75,10.93,2.57,65.48,8.33,0,8.12,13.38,12.82,17.04,7.93,32.47,11.97,2.51,3.76,3.03,63.14,25.01,11.85,11.06,5.43,98.53,6.69,0.73,8.49,6.04,3.47,1.89,9.54,6.76,87.31,16.96,17.61,6.68,11.93,7.93,76.88,9.98,53.74,52.22,48.34,50.78,100.0,53.44,60.83,62.51,60.84,-10.76,39.03,60.96
771368,39.1,38.6,39.5,8891,4659,4280,12582,26312,27606,13538,8417,10797,17219,12640,7359,5234,383720,19546,8880,4822,3992,13771,25707,771368,346471,73314,11322,62624,4515,139298,133824,771368,286099,201667,6759,20028,33825,432,301118,69359,286099,69532,27923724900,37325,0.4771,18399,9260,9871,11820,10939,11579,12690,11734,10580,19928,28683,40000,27815,18438,23229,26661,765350,111865,653485,3903,48139,291626,537453,16451,1947,7793,128284,24218,40540,79784,42640,89062,32837,10186,5975,749132,175457,30130,138060,620841,384274,382761,351975,30786,1513,236567,351975,1284,28690,15782,5826,40957,27783,5568,19592,44756,55468,77646,16113,189433,6182,10260,330545,291626,38919,158779,132847,407600,1463,34.9,6639,4657,5704,14828,1994,3507,7518,766923,1816,7427,7108,12037,11611,1985,6900,5850,9617,9376,766923,219,127,10235,10561,41514,20171,291626,771368,583639,2288,11758,84258,89425,771368,597685,173683,731499,473289,196003,2084,210,731499,88860,31716,4029,45965,3400,597817,44294,553523,40026,4268,7078,3438,6135,13487,0,44,387,44294,168236,2453,468731,291626,264654,264444,17418,291626,280178,11448,344359,239114,37426,10397,5591,41087,303272,8966,6343,4611,25176,44.92,9.5,37.09,8.12,1.47,39.04,60.96,14.77,57.78,14.62,8.04,61.9,16.51,1,7.82,11.49,12.46,16.57,9.12,31.44,4.48,1.61,2.67,1.62,48.04,40.19,11.77,20.05,9.61,99.42,7.41,0.87,9.64,22.52,11.59,4.89,5.97,3.93,90.68,13.57,17.27,7.38,38.21,14.38,-34.86,-33.64,-39.33,-26.47,-32.04,-18.97,-33.11,-35.3,-28.4,-5.61,-7.5,-1.02,48.78,51.22
790547,40.3,39.6,41.1,9387,4886,4981,14883,28218,30378,16342,11049,14067,20654,14123,7461,5801,384650,19974,8297,4664,4705,13085,25235,790547,522868,16070,14892,34013,4078,73578,125048,790547,190784,146538,4054,1783,19208,334,490185,15409,190784,85247,35949510700,46221,0.4634,13764,8251,7873,8400,9814,10413,10100,10065,10467,20074,29494,42836,35163,26798,31766,38462,775250,81140,694110,3997,31522,313740,561393,9492,894,8339,121592,26501,47054,88014,52786,102592,43714,11015,7554,766967,173215,34408,164875,646568,406424,403895,383175,20720,2529,240144,383175,13560,30393,34977,8872,40611,25114,4665,19721,45634,71009,50439,16915,207861,7534,11966,346616,313740,32876,202540,111200,468300,1510,30.0,8626,5964,6351,14764,1990,3027,4090,778678,1404,4550,6072,9376,7912,1434,4521,4394,6645,5222,778678,238,156,12097,9878,32360,20115,313740,790547,684380,1609,9607,46515,48436,790547,695596,94951,749319,607951,104352,1792,197,749319,97629,18447,2192,25832,2416,623752,52297,571455,47274,5023,8180,3506,6711,18221,27,89,358,52297,174196,3699,472815,313740,287300,286562,18221,313740,302321,11419,378464,263526,45935,9263,8164,42288,336176,15154,8472,4390,13211,66.14,2.03,24.13,4.3,1.88,62.01,37.99,14.97,57.26,10.47,5.13,62.86,10.05,1,6.08,11.69,16.72,18.27,11.09,28.07,9.13,1.85,2.94,2.16,58.43,32.08,9.48,17.63,6.62,98.5,8.38,0.68,9.6,12.01,6.13,2.75,5.81,3.64,91.34,13.9,18.01,7.87,23.15,10.57,39.67,5.41,10.38,30.64,21.38,37.8,21.37,16.46,15.76,21.93,55.04,-1.02,48.78,51.22
809043,40.1,39.5,40.8,7926,4987,4021,13064,29042,31515,15298,8112,12010,17423,12363,7430,4754,406597,20395,6707,3874,3700,14579,26667,809043,372653,81753,5966,142523,8611,64321,133216,809043,174904,111380,9205,10530,17023,510,341548,78939,174904,84345,36994464100,47045,0.4756,17303,5760,6404,9358,9670,10322,10158,10236,10895,20711,30862,41408,33965,24576,32366,41399,805898,88939,716959,3750,30239,315393,588518,12447,919,4136,125668,20020,43332,91361,52242,136461,47085,13426,7368,781846,167364,32983,204340,664309,441368,439629,409559,30070,1739,222941,409559,1775,23024,14231,6281,44034,29719,7952,28866,54943,71676,97308,17062,216874,6879,9416,341879,315393,26486,184921,130472,465700,1787,33.3,8994,5922,7167,17799,2000,2047,4588,806175,1208,5138,5589,9928,10004,1509,3951,4498,8103,8233,806175,256,159,8675,9755,39676,20960,315393,809043,593536,4753,14992,123140,72622,809043,613281,195762,765804,518861,103760,2335,357,765804,89203,12648,2022,61602,6175,645637,45184,600453,39458,5726,9723,3978,6610,12756,0,5,404,45184,177345,3210,509067,315393,298241,297870,11356,315393,309177,6216,402092,279821,40917,6383,4322,60114,341978,7147,5521,4834,11943,46.06,10.1,21.62,17.62,0.74,42.22,57.78,14.16,57.97,11.04,6.84,66.44,9.59,1,5.99,11.49,16.35,23.19,11.53,26.87,3.47,1.56,2.13,1.07,54.09,38.16,7.75,21.57,7.21,99.65,7.0,0.89,12.67,24.2,8.98,1.92,3.6,1.97,94.44,11.25,19.98,8.27,36.53,12.12,14.06,1.89,-5.14,0.66,7.49,24.62,-1.27,-9.06,-2.98,-3.96,-2.74,-1.02,48.78,51.22
813654,37.0,36.4,37.6,9948,4918,5881,16274,28721,32216,13715,8149,12390,17135,11176,6119,3883,405228,25453,9134,4902,4550,13971,30255,813654,344644,126931,11656,46195,6193,120923,157112,813654,291782,222022,10936,8716,26374,537,293394,122150,291782,74580,27178142600,34786,0.4409,14939,8291,7597,9422,9282,10608,11650,10617,10869,19466,28969,38544,30448,21951,24556,24625,799247,108725,690522,4518,42850,281834,549588,16671,1816,7378,145312,24821,44561,86384,48067,77091,29579,6415,3517,784767,188613,31467,116602,642896,394041,385873,355009,30864,8168,248855,355009,3347,33134,13273,7233,40917,27012,5383,20503,44592,58057,69387,16178,189812,5714,10541,307431,281834,25597,174957,106877,393900,1570,34.2,8710,6163,8544,17249,1999,3996,5440,794440,2018,6035,7649,11164,10635,1630,6593,6414,8075,8219,794440,167,101,11866,11132,43323,20038,281834,813654,652632,2666,13686,70711,73959,813654,668984,144670,763267,523203,195968,1275,398,763267,102362,31425,5230,33435,5359,610998,54238,556760,47025,7213,10392,6852,7829,15325,33,32,464,54238,184457,4339,486805,281834,258114,257930,16634,281834,272085,9749,354970,260939,39688,7137,4565,33221,321749,11905,6587,4115,16295,42.36,15.6,35.86,5.68,1.43,36.06,63.94,15.8,57.64,13.6,8.0,61.29,15.2,0,6.09,10.69,12.48,14.03,7.19,33.99,3.74,1.45,2.68,1.29,56.91,34.76,8.33,23.24,8.61,97.64,8.88,0.86,13.3,17.78,9.09,4.8,5.9,3.46,91.52,13.52,16.39,8.71,38.26,14.65,0.0,0.0,0.0,0.0,-8.0,2.77,-4.01,-8.18,-4.87,-4.84,-8.09,-1.02,48.78,51.22
698446,42.9,41.9,43.8,9305,5169,3577,13325,22383,23628,16414,10062,13641,16910,11347,7003,5187,352854,15414,10138,4920,4105,12600,20998,698446,612839,10355,756,17646,157,11005,45688,698446,33804,5571,9986,975,4054,181,605875,9254,33804,100838,36320291400,53653,0.4383,8555,6680,6519,7116,6650,7100,6850,7865,7410,16372,23800,34417,31127,24701,36921,48760,679744,47280,632464,2516,16829,280843,509162,3202,1166,5178,109313,20365,32052,56338,52428,132144,61447,10119,7339,680673,146157,33690,211049,588753,397779,396719,383582,13137,1060,190974,383582,2121,26297,48447,7587,45613,15568,6756,28610,47720,91090,31809,16924,199248,13626,10599,326930,280843,46087,201603,79240,429400,1563,30.0,10361,6656,7512,12005,1981,988,1224,690876,523,1935,2447,5230,4200,503,1761,2132,3395,2403,690876,161,19,8848,8305,24697,12167,280843,698446,647118,2957,6557,26644,15170,698446,656632,41814,666726,612835,18085,8237,478,666726,87756,2366,437,16268,2211,571241,42755,528486,38922,3833,5835,2559,5494,14231,10,29,319,42755,152349,2457,432731,280843,263034,262791,11809,280843,271629,9214,375959,269766,26023,2214,7723,64786,311173,19235,9051,3649,8367,87.74,1.48,4.84,2.53,0.11,86.75,13.25,15.25,58.52,6.96,3.31,67.56,5.99,0,5.09,10.68,20.26,25.95,15.5,26.1,12.63,3.43,2.66,2.05,61.67,24.24,14.1,18.12,3.55,98.92,7.48,0.75,8.97,5.99,2.17,0.42,4.2,3.28,93.57,14.41,21.74,7.5,8.51,8.46,26.78,-2.63,-5.9,11.62,-3.76,3.6,-1.34,-8.55,-5.11,-8.11,-7.83,1.91,51.7,48.3
